EmbeddedDomain,IPAdress,NumberOfDotsInURL,SuspiciousURL,NumberOfSensitiveWordsInURL,OutOfPositionTopLevelDomain,BadForms,BadActionFields,NonMatchingURLs,OutOfPositionBrandName,WebPageSize,AgeOfDomain,VirusTotalDomainReputation,XForceDomainReputation,PageRank,Label
0,0,1,1,0,0,0,0,1,0,12200,1,18,1,0,1
0,0,1,0,0,0,0,0,0,0,32248,0,3,-1,2,1
0,0,1,1,0,0,0,0,1,0,3742,1,15,1,0,1
0,0,1,1,0,0,0,0,1,0,3742,1,15,1,0,1
0,0,1,1,0,0,0,0,1,0,3742,1,14,1,0,1
0,0,1,1,0,0,0,0,1,0,3742,1,14,1,0,1
0,0,2,0,0,0,0,0,1,0,4538,1,12,1,0,1
0,0,4,1,0,0,0,0,1,0,8053,0,16,1,0,1
0,0,2,0,1,0,0,0,1,0,5813,1,20,1,0,1
0,0,1,0,0,0,0,0,1,0,4918,1,14,1,0,1
0,0,1,0,0,0,0,0,0,0,20626,0,1,0,4,1
0,0,1,0,0,0,0,0,1,0,2552,0,12,1,0,1
0,0,1,0,0,0,0,0,1,0,33795,0,11,0,0,1
0,0,3,1,0,0,0,0,-1,-1,18283,0,15,1,0,1
0,0,2,1,0,0,0,0,1,0,55993,0,0,0,8,1
0,0,1,1,0,0,0,0,-1,0,29281,1,16,1,0,1
0,0,2,0,0,0,0,0,1,0,2309,0,9,0,0,1
0,0,2,0,0,0,0,0,1,0,2309,0,9,0,0,1
0,0,2,0,0,0,0,0,1,0,2309,0,13,0,0,1
0,0,3,0,0,0,0,0,-1,0,881,0,10,0,0,1
0,0,3,0,0,0,0,0,-1,0,844,0,10,0,0,1
0,0,2,0,0,0,0,0,-1,0,1820,0,14,1,0,1
0,0,2,0,0,0,0,0,-1,0,1820,0,14,1,0,1
0,0,3,0,0,0,0,0,1,0,3574,0,16,1,0,1
0,0,3,1,0,0,0,0,1,0,3536,0,16,1,0,1
0,0,2,1,0,0,0,0,1,0,3742,0,12,1,0,1
0,0,1,0,0,0,0,0,1,0,6314,0,11,-1,0,1
0,0,3,1,0,0,0,0,1,0,6743,0,17,1,0,1
0,0,1,1,0,0,0,0,1,0,6348,0,10,-1,0,1
0,0,2,0,0,0,0,0,1,0,14839,0,12,-1,0,1
0,0,3,1,0,0,0,0,-1,-1,1008365,0,10,0,2,1
0,0,2,0,0,0,0,0,-1,0,836,1,6,1,0,1
0,0,1,0,0,0,0,0,1,0,3456,0,0,0,7,1
0,0,2,0,0,0,0,0,-1,-1,7409,0,11,1,0,1
0,0,1,0,0,0,0,0,1,0,122693,1,13,1,0,1
0,0,2,0,0,0,0,0,-1,0,835,1,6,1,0,1
0,0,5,1,0,0,0,0,-1,0,540,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,29361,0,0,0,7,1
0,0,2,1,0,0,-1,-1,1,0,118151,0,0,0,8,1
0,0,2,0,0,0,-1,-1,1,0,118175,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,0,837,0,11,1,0,1
0,0,2,0,0,0,-1,-1,1,0,118025,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,0,828,0,12,1,0,1
0,0,1,0,0,0,0,0,-1,-1,564,0,4,0,3,1
0,0,2,0,0,0,0,0,1,0,2521,0,12,1,0,1
0,0,1,0,0,0,0,0,1,0,3456,0,0,0,7,1
0,0,2,0,0,0,0,0,0,0,377,0,11,-1,0,1
0,0,2,0,0,0,0,0,1,0,39514,0,18,1,0,1
0,0,2,1,0,0,0,0,1,0,44115,0,0,0,8,1
0,0,2,0,0,0,-1,-1,1,0,118375,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,0,197463,1,19,1,0,1
0,0,5,0,0,0,0,0,-1,0,197463,1,19,1,0,1
0,0,2,0,0,0,0,0,-1,0,197463,1,19,1,0,1
0,0,2,0,1,0,0,0,1,0,9788,1,12,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,5195,0,18,1,0,1
0,0,2,1,0,0,0,0,1,0,9403,1,11,-1,0,1
0,0,2,1,0,0,0,0,1,0,9407,1,11,-1,0,1
0,0,2,1,0,0,0,0,1,0,9407,1,11,-1,0,1
0,0,1,0,0,0,0,0,1,0,6722,0,7,-1,4,1
0,0,2,1,0,0,0,0,1,0,45174,0,0,0,8,1
0,0,1,0,0,0,0,0,0,0,20626,0,1,0,4,1
0,0,2,1,1,0,-1,-1,1,0,118442,0,0,0,8,1
0,0,2,1,0,0,-1,-1,1,0,118327,0,0,0,8,1
0,0,2,1,0,0,0,0,1,0,38401,1,10,-1,0,1
0,0,2,1,1,0,0,0,-1,0,713,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,713,0,14,1,0,1
0,0,3,0,0,0,0,0,1,0,10215,0,3,-1,0,1
0,0,1,0,0,0,0,0,1,0,10837,0,0,1,0,1
0,0,1,0,0,0,0,0,-1,-1,7417,1,12,-1,0,1
0,0,2,0,1,0,0,0,1,0,21843,0,11,-1,0,1
0,0,2,1,0,0,0,0,1,0,3742,0,12,1,0,1
0,0,3,0,0,0,0,0,1,0,79069,0,-1,1,0,1
0,0,3,1,1,0,0,0,-1,-1,45329,0,20,1,0,1
0,0,3,0,0,0,0,0,1,0,796448,1,17,1,0,1
0,0,3,1,1,0,0,0,-1,-1,45329,0,19,1,0,1
0,0,2,0,0,0,0,0,-1,0,832,0,12,0,0,1
0,0,1,0,0,0,0,0,1,0,1000,1,10,-1,0,1
0,0,1,0,0,0,0,0,1,0,1000,1,10,-1,0,1
0,0,3,0,0,0,0,0,1,0,3573,0,17,1,0,1
0,0,5,0,0,0,0,0,-1,0,388,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,42982,0,0,1,5,1
0,0,1,0,0,0,0,0,1,0,3742,0,2,-1,5,1
0,0,1,0,0,0,0,0,1,0,69284,0,0,0,0,1
0,0,3,0,0,0,0,0,-1,-1,355567,0,16,1,0,1
0,0,2,0,0,0,0,0,1,0,1494,0,13,1,0,1
0,0,2,0,0,0,0,0,1,0,1494,0,12,1,0,1
0,0,1,0,0,0,0,0,1,0,101131,0,1,0,6,1
0,0,2,0,0,0,0,0,1,0,3742,0,11,-1,0,1
0,0,3,0,0,0,0,0,1,0,3600,0,18,1,0,1
0,0,2,0,0,0,0,0,-1,0,828,0,12,1,0,1
0,0,2,0,0,0,0,0,-1,0,829,0,13,1,0,1
0,0,2,1,1,0,-1,-1,1,0,118241,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,0,830,0,12,1,0,1
0,0,1,0,0,0,0,0,-1,-1,126,0,16,1,0,1
0,0,2,0,0,1,0,0,-1,-1,126,0,17,1,0,1
0,0,2,0,0,0,0,0,-1,0,828,0,13,1,0,1
0,0,2,1,1,0,-1,-1,1,0,118106,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,92773,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,0,828,0,12,1,0,1
0,0,2,0,0,0,0,0,0,0,9901,0,2,0,4,1
0,0,2,0,0,0,0,0,0,0,9901,0,2,0,4,1
0,0,2,0,0,0,0,0,0,0,9901,0,2,0,4,1
0,0,1,0,0,0,0,0,1,0,2804,0,0,0,4,1
0,0,3,0,0,0,0,0,-1,-1,2899,0,5,0,0,1
0,0,2,0,0,0,0,0,-1,-1,2899,0,5,0,0,1
0,0,2,0,0,0,-1,-1,1,0,118293,0,0,0,8,1
0,0,2,1,0,0,0,0,1,0,92637,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,3742,1,11,-1,0,1
0,0,2,0,0,0,0,0,1,0,3742,1,11,-1,0,1
0,0,4,1,0,0,0,0,-1,-1,17862,0,3,0,0,1
0,0,3,0,0,0,0,0,-1,-1,7413,0,11,-1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,16,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,13,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,722,0,15,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7419,0,11,1,0,1
0,0,1,0,0,0,0,0,1,0,44920,0,7,0,3,1
0,0,1,1,0,0,0,0,1,0,9617,0,9,0,2,1
0,0,3,0,0,0,0,0,1,0,1112081,1,17,1,0,1
0,0,3,1,0,0,0,0,1,0,6734,0,17,1,0,1
0,0,3,1,0,0,0,0,1,0,6756,0,16,1,0,1
0,0,2,1,0,0,0,0,0,0,14016,0,1,0,5,1
0,0,3,1,0,0,0,0,1,0,241550,0,10,0,2,1
0,0,3,1,0,0,0,0,1,0,3742,0,17,1,0,1
0,0,2,1,0,0,0,0,1,0,27186,0,11,-1,0,1
0,0,3,1,0,0,0,0,-1,-1,1123463,0,17,1,0,1
0,0,3,0,0,0,0,0,-1,0,9909,0,16,1,0,1
0,0,5,1,0,0,0,0,-1,-1,117081,0,9,0,0,1
0,0,2,1,0,0,0,0,0,0,9276,0,2,0,0,1
0,0,1,0,0,0,0,0,-1,-1,7389,0,11,-1,0,1
0,0,3,1,0,0,0,0,1,0,3572,0,19,1,0,1
0,0,2,0,0,0,0,0,-1,0,197463,1,19,1,0,1
0,0,2,0,0,0,0,0,1,0,58751,1,12,-1,0,1
0,0,2,0,0,0,0,0,-1,0,838,1,17,1,0,1
0,0,2,0,0,0,0,0,-1,0,838,1,8,1,0,1
0,0,1,0,0,0,0,0,1,0,3742,1,16,1,0,1
0,0,2,1,0,1,0,0,1,0,4352,0,12,0,0,1
0,0,2,0,0,0,0,0,1,0,39078,0,10,1,0,1
0,0,2,0,0,0,0,0,1,0,38257,0,12,1,0,1
0,0,2,1,0,0,0,0,1,0,40188,0,1,0,0,1
0,0,2,0,0,0,0,0,1,0,39156,0,11,1,0,1
0,0,2,0,0,0,0,0,1,0,39234,0,11,1,0,1
0,0,2,0,0,0,0,0,1,0,37732,0,11,1,0,1
0,0,2,0,0,0,0,0,1,0,37477,0,11,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7413,0,17,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7413,0,17,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7413,0,17,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7413,0,17,1,0,1
0,0,1,0,0,0,0,0,-1,-1,7413,0,17,1,0,1
0,0,1,0,0,0,0,0,-1,0,479,1,13,1,0,1
0,0,2,0,1,0,0,0,-1,-1,7413,1,8,-1,0,1
0,0,1,0,0,0,0,0,-1,0,479,1,13,1,0,1
0,0,1,0,0,0,0,0,1,0,101066,0,1,0,6,1
0,0,1,0,0,0,0,0,1,0,17336,0,12,1,0,1
0,0,2,0,0,0,0,0,1,0,36099,0,2,0,6,1
0,0,1,0,0,0,0,0,-1,0,479,1,14,1,0,1
0,0,3,0,0,0,0,0,-1,0,211,0,9,-1,0,1
0,0,4,1,0,0,0,0,1,0,24659,0,8,-1,0,1
0,0,2,0,0,0,0,0,1,0,297,0,15,1,0,1
0,0,2,1,0,0,0,0,1,0,18859,0,12,1,0,1
0,0,1,0,0,0,-1,-1,1,0,218927,1,9,-1,0,1
0,0,2,0,0,0,0,0,1,0,46149,0,0,0,8,1
0,0,1,1,0,0,0,0,1,0,9387,1,11,-1,0,1
0,0,1,0,0,0,0,0,1,0,9017,0,0,0,4,1
0,0,2,1,0,0,0,0,1,0,3742,0,12,-1,0,1
0,0,1,1,0,0,0,0,-1,-1,165,1,19,1,0,1
0,0,1,0,0,0,0,0,1,0,35510,1,14,1,0,1
0,0,1,0,0,0,0,0,1,0,4783,1,12,1,0,1
0,0,2,0,0,0,0,0,1,0,3742,0,11,-1,0,1
0,0,2,0,0,0,0,0,1,0,3742,0,11,-1,0,1
0,0,2,0,0,0,0,0,1,0,17807,1,12,1,0,1
0,0,1,0,1,0,0,0,0,0,4763,0,0,-1,8,1
0,0,1,0,0,0,0,0,0,0,96822,0,11,1,2,1
0,0,1,0,0,0,0,0,0,0,96822,0,11,1,2,1
0,0,2,0,0,0,0,0,1,0,34197,0,0,0,8,1
0,0,2,0,0,0,-1,-1,1,0,118106,0,0,0,8,1
0,0,1,0,0,0,0,0,-1,-1,687,1,13,1,0,1
0,0,2,0,0,0,0,0,1,0,30100,0,14,1,0,1
0,0,2,0,0,0,0,0,0,0,77056,0,17,1,0,1
0,0,2,1,0,0,0,0,1,0,112756,0,15,1,0,1
0,0,2,0,0,0,0,0,1,0,110090,0,17,1,0,1
0,0,2,1,0,0,0,0,1,0,109558,0,14,1,0,1
0,0,2,1,0,0,0,0,1,0,112489,0,17,1,0,1
0,0,2,1,0,0,0,0,1,0,110681,0,17,1,0,1
0,0,2,1,0,0,0,0,1,0,111968,0,17,1,0,1
0,0,2,1,0,0,0,0,1,0,112368,0,13,1,0,1
0,0,2,1,0,0,0,0,1,0,110402,0,18,1,0,1
0,0,3,0,0,0,0,0,1,0,1783,0,-1,1,0,1
0,0,2,1,0,0,0,0,-1,-1,7479,0,19,1,0,1
0,0,1,0,0,0,0,0,1,0,56840,1,17,1,0,1
0,0,1,0,1,0,0,0,-1,-1,7419,0,10,-1,0,1
0,0,3,1,0,0,0,0,1,0,142980,0,18,1,0,1
0,0,3,1,0,0,0,0,1,0,142968,0,16,0,0,1
0,0,3,1,0,0,0,0,1,0,6743,0,16,1,0,1
0,0,2,1,0,0,0,0,1,0,5768,0,9,-1,0,1
0,0,1,1,0,0,0,0,1,0,137988,1,20,1,0,1
0,0,2,0,0,0,0,0,0,0,21392,0,8,-1,4,1
0,0,1,0,0,0,0,0,1,0,70891,1,16,1,0,1
0,0,3,1,0,0,0,0,1,0,796443,0,18,1,0,1
0,0,3,1,0,0,0,0,1,0,796470,0,17,1,0,1
0,0,3,1,0,0,0,0,-1,-1,979216,0,9,0,2,1
0,0,3,0,0,0,0,0,1,0,3742,0,16,1,0,1
0,0,3,1,0,0,0,0,-1,-1,919121,0,14,1,0,1
0,0,3,0,0,0,0,0,1,0,3571,0,16,1,0,1
0,0,2,1,0,0,0,0,1,0,435,0,11,-1,0,1
0,0,2,1,0,0,0,0,1,0,435,0,11,-1,0,1
0,0,1,1,0,0,0,0,-1,-1,165,1,17,1,0,1
0,0,2,0,0,0,0,0,1,0,828,1,6,1,0,1
0,0,2,1,0,0,0,0,1,0,14924,0,1,0,0,1
0,0,3,1,0,0,0,0,-1,-1,70815,0,9,0,2,1
0,0,2,0,0,1,0,0,0,0,189843,0,10,-1,0,1
0,0,5,0,0,0,0,0,-1,0,390,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,3456,0,0,0,7,1
0,0,1,0,0,0,0,0,1,0,8989,0,0,0,4,1
0,0,2,0,0,0,0,0,1,0,45394,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,-1,7423,1,12,1,0,1
0,0,1,0,0,0,0,0,0,0,282208,0,11,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7405,1,11,1,0,1
0,0,1,1,0,0,0,0,1,0,2552,1,14,1,0,1
0,0,1,1,0,0,0,0,-1,-1,7413,0,12,-1,0,1
0,0,2,1,0,0,0,0,1,0,113856,0,11,1,0,1
0,0,1,0,0,0,0,0,0,0,13839,0,18,1,0,1
0,0,2,1,0,0,0,0,1,0,57632,0,0,0,8,1
0,0,1,0,0,0,0,0,-1,-1,7447,1,16,-1,0,1
0,0,2,0,0,0,0,0,1,0,7249,0,9,-1,1,1
0,0,3,1,0,0,0,0,1,0,4538,0,11,-1,0,1
0,0,4,0,0,0,0,0,1,0,7394,0,0,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,1854,1,15,-1,0,1
0,0,1,0,0,0,0,0,1,0,9404,0,12,1,0,1
0,0,4,0,0,0,0,0,-1,-1,18750,0,13,1,0,1
0,0,3,1,0,0,0,0,-1,-1,18750,0,3,0,0,1
0,0,2,0,0,0,-1,-1,1,0,118058,0,0,0,8,1
0,0,1,1,0,0,0,0,1,0,52,1,15,1,0,1
0,0,3,1,0,0,0,0,1,0,3742,1,7,-1,0,1
0,0,2,1,0,0,-1,-1,1,0,119469,0,0,0,8,1
0,0,1,0,0,0,0,0,0,0,53178,0,18,1,0,1
0,0,2,1,0,0,0,0,1,0,19982,0,15,1,0,1
0,0,2,1,0,0,0,0,1,0,76801,0,13,1,0,1
0,0,2,1,0,0,0,0,0,0,10346,0,2,0,0,1
0,0,2,1,0,0,0,0,1,0,4660,0,8,0,0,1
0,0,2,1,1,0,0,0,-1,0,707,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,707,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,695,0,16,1,0,1
0,0,2,1,1,0,0,0,-1,0,695,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,695,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,695,0,15,1,0,1
0,0,3,1,0,0,-1,-1,1,0,15630,0,10,0,2,1
0,0,3,1,0,0,0,0,1,0,142972,0,15,1,0,1
0,0,3,1,0,0,0,0,1,0,142972,0,17,0,0,1
0,0,3,1,0,0,0,0,1,0,142969,0,17,1,0,1
0,0,3,1,0,0,0,0,1,0,6740,0,17,1,0,1
0,0,2,0,0,0,0,0,1,0,20713,0,14,1,0,1
0,0,4,1,0,0,0,0,-1,-1,138246,0,16,0,0,1
0,0,3,1,0,0,0,0,-1,-1,586182,0,10,0,2,1
0,0,3,1,1,0,0,0,-1,-1,547855,0,19,1,0,1
0,0,2,0,0,0,0,0,1,0,18758,1,13,-1,0,1
0,0,3,0,0,0,0,0,-1,0,881,0,10,0,0,1
0,0,1,0,0,0,0,0,-1,0,873,0,2,-1,4,1
0,0,3,0,0,0,0,0,1,0,796457,1,16,1,0,1
0,0,3,1,1,0,0,0,-1,0,19158,0,16,1,0,1
0,0,3,0,0,0,0,0,-1,0,844,0,10,0,0,1
0,0,2,0,0,0,0,0,1,0,13898,1,12,-1,0,1
0,0,3,0,0,0,0,0,1,0,147471,0,9,-1,0,1
0,0,1,1,0,0,0,0,1,0,8315,0,17,1,0,1
0,0,1,0,0,0,0,0,1,0,1388,0,12,1,1,1
0,0,2,0,0,0,0,0,-1,0,831,0,9,0,0,1
0,0,2,0,0,0,0,0,1,0,1320,0,11,1,0,1
0,0,1,0,0,0,0,0,1,0,42982,0,0,1,5,1
0,0,2,1,0,0,0,0,-1,0,343,0,4,-1,0,1
0,0,2,1,0,0,0,0,-1,0,359,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,133134,1,12,1,0,1
0,0,3,1,0,0,0,0,1,0,1011,0,3,-1,4,1
0,0,3,1,0,0,0,0,-1,-1,410,0,10,0,2,1
0,0,2,0,0,0,0,0,1,0,45014,0,0,0,8,1
0,0,2,1,0,0,0,0,1,0,93845,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,57075,1,11,1,0,1
0,0,1,0,0,0,0,0,0,0,47648,1,14,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,32559,0,12,-1,0,1
0,0,1,1,0,0,0,0,1,0,3620,1,13,1,0,1
0,0,2,0,0,0,0,0,0,0,104835,0,12,-1,2,1
0,0,4,1,0,0,0,0,1,0,29797,0,15,1,0,1
0,0,1,0,0,0,0,0,0,0,13094,0,0,0,4,1
0,0,3,0,0,0,0,0,1,0,796445,1,17,1,0,1
0,0,3,1,0,0,0,0,1,0,3742,1,6,-1,0,1
0,0,2,0,0,0,0,0,1,0,101207,1,7,1,0,1
0,0,2,0,0,0,0,0,1,0,217537,1,9,1,0,1
0,0,2,0,0,0,0,0,1,0,476588,1,9,1,0,1
0,0,2,1,0,0,-1,-1,1,0,118293,0,0,0,8,1
0,0,1,0,0,0,-1,-1,1,0,118109,0,2,-1,8,1
0,0,2,1,0,0,0,0,0,0,46038,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,46001,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,45885,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,45987,0,0,0,8,1
0,0,1,1,0,0,0,0,-1,-1,22,1,13,1,0,1
0,0,2,0,0,0,0,0,1,0,69240,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,46095,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,46002,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,17718,1,20,1,0,1
0,0,2,0,0,0,0,0,1,0,44740,0,0,0,8,1
0,0,3,0,0,0,0,0,-1,-1,7421,0,4,0,0,1
0,0,2,1,0,0,0,0,0,0,46149,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,46073,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,46355,0,0,0,8,1
0,0,1,1,0,0,0,0,1,0,5069,0,0,-1,4,1
0,0,2,1,0,0,0,0,1,0,78315,0,12,1,0,1
0,0,2,0,0,0,0,0,1,0,418808,0,17,1,0,1
0,0,1,0,0,0,0,0,-1,-1,6521,1,13,1,0,1
0,0,1,0,0,0,0,0,-1,-1,6521,1,13,1,0,1
0,0,2,0,0,0,0,0,1,0,3406,0,12,1,0,1
0,0,2,0,0,0,0,0,1,0,3406,0,12,1,0,1
0,0,1,0,0,0,0,0,1,0,1199,0,11,-1,0,1
0,0,1,0,0,0,0,0,1,0,1199,0,11,-1,0,1
0,0,2,1,1,0,0,0,1,0,19797,0,14,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,575,1,23,1,0,1
0,0,3,1,1,0,0,0,1,0,3573,0,17,1,0,1
0,0,2,0,0,0,0,0,0,0,9901,0,2,0,4,1
0,0,2,0,0,0,0,0,0,0,9901,0,2,0,4,1
0,0,2,0,0,0,0,0,0,0,9901,0,2,0,4,1
0,0,2,1,1,0,0,0,1,0,8586,0,17,-1,0,1
0,0,1,1,0,0,0,0,-1,-1,7401,0,11,-1,0,1
0,0,1,1,0,0,0,0,-1,-1,7401,0,11,-1,0,1
0,0,2,0,0,0,-1,-1,1,0,118109,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,12308,0,17,1,0,1
0,0,1,0,0,0,0,0,1,0,18964,0,11,-1,0,1
0,0,3,1,0,0,-1,-1,-1,0,115979,0,2,-1,0,1
0,0,3,1,0,0,-1,-1,-1,0,115984,0,2,-1,0,1
0,0,2,0,0,0,0,0,0,0,76544,0,16,1,0,1
0,0,2,0,0,0,0,0,-1,0,20682,1,12,1,0,1
0,0,1,0,0,0,0,0,1,0,3946,1,13,1,0,1
0,0,1,0,0,0,0,0,1,0,3946,1,13,1,0,1
0,0,2,0,0,0,0,0,1,0,9292,0,0,-1,3,1
0,0,1,0,0,0,0,0,1,0,5886,0,2,-1,8,1
0,0,1,0,0,0,0,0,0,0,1656,0,11,1,0,1
0,0,2,0,0,0,0,0,0,0,1649,0,9,1,0,1
0,0,2,0,0,0,0,0,1,0,9292,0,0,-1,3,1
0,0,2,0,0,0,0,0,0,0,76720,0,14,1,0,1
0,0,2,0,0,1,-1,-1,1,0,2769,0,1,-1,0,1
0,0,1,0,0,0,0,0,1,0,7932604,1,16,1,0,1
0,0,2,1,0,0,0,0,1,0,31365,0,15,1,0,1
0,0,2,0,0,0,0,0,0,0,9901,0,2,0,4,1
0,0,1,0,0,0,0,0,1,0,5886,0,2,-1,8,1
0,0,1,1,0,0,0,0,1,0,88022,1,13,1,0,1
0,0,3,1,1,0,0,0,-1,-1,7455,1,23,1,0,1
0,0,3,0,0,0,0,0,-1,-1,198,0,2,0,2,1
0,0,3,0,0,0,0,0,-1,-1,197,0,2,0,2,1
0,0,2,1,1,0,0,0,-1,0,743,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,743,0,15,1,0,1
0,0,2,1,0,0,0,0,-1,0,752,0,15,1,0,1
0,0,2,1,0,0,0,0,-1,0,752,0,15,1,0,1
0,0,2,1,0,0,0,0,1,0,22201,0,4,-1,2,1
0,0,1,0,0,0,-1,-1,1,0,33019,0,-1,0,0,1
0,0,4,1,0,1,0,0,1,0,5263,0,8,-1,3,1
0,0,2,0,0,1,0,0,1,0,3742,0,0,-1,1,1
0,0,1,0,0,0,0,0,-1,-1,7413,0,12,-1,0,1
0,0,2,0,1,0,0,0,1,0,20713,0,14,1,0,1
0,0,3,0,0,0,0,0,1,0,5084,0,14,0,0,1
0,0,3,0,0,0,0,0,-1,0,92,0,1,-1,2,1
0,0,5,0,0,0,0,0,-1,0,388,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,7547,1,9,-1,0,1
0,0,2,1,0,0,-1,-1,1,0,118182,0,0,0,8,1
0,0,2,1,0,0,0,0,1,0,25562,0,17,1,0,1
0,0,1,0,0,0,0,0,1,0,101131,0,1,0,6,1
0,0,1,0,0,0,0,0,0,0,11539,0,7,-1,3,1
0,0,4,1,0,0,0,0,1,0,413,1,12,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,7399,0,12,-1,0,1
0,0,2,1,2,0,0,0,1,0,20713,0,12,1,0,1
0,0,2,0,0,0,-1,-1,1,0,5383,0,9,1,0,1
0,0,1,0,0,0,0,0,1,0,1404,0,13,1,0,1
0,0,1,0,0,0,0,0,1,0,1208,0,7,-1,4,1
0,0,1,1,0,0,0,0,1,0,143,0,16,1,2,1
0,0,1,1,0,0,0,0,1,0,143,0,16,1,2,1
0,0,1,0,0,0,0,0,1,0,2552,1,14,-1,0,1
0,0,1,0,0,0,0,0,1,0,2552,1,14,-1,0,1
0,0,2,1,0,0,0,0,1,0,92525,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,-1,132,0,0,0,5,1
0,0,1,0,0,0,0,0,-1,-1,132,0,1,0,5,1
0,0,2,1,0,0,0,0,-1,0,13120,0,13,1,0,1
0,0,2,1,0,0,0,0,-1,0,13120,0,13,1,0,1
0,0,2,1,0,0,0,0,1,0,66056,0,16,1,0,1
0,0,2,0,0,0,0,0,1,0,2521,0,14,1,0,1
0,0,2,0,0,0,0,0,1,0,297,0,16,1,0,1
0,0,2,0,0,0,0,0,1,0,2521,0,14,1,0,1
0,0,2,1,1,0,0,0,1,0,43402,0,0,0,8,1
0,0,1,0,0,0,0,0,-1,-1,165,0,19,-1,0,1
0,0,8,1,0,0,0,0,-1,0,468,0,0,0,8,1
0,0,2,1,0,0,0,0,1,0,127083,0,9,1,0,1
0,0,2,1,0,0,-1,-1,1,0,118309,0,0,0,8,1
0,0,1,0,0,0,0,0,0,0,4759,0,0,-1,8,1
0,0,2,0,0,0,0,0,1,0,122,1,11,-1,0,1
0,0,1,0,0,0,0,0,1,0,3456,0,0,0,7,1
0,0,1,0,0,0,0,0,1,0,3456,0,0,0,7,1
0,0,3,1,0,0,0,0,1,0,78952,0,14,1,0,1
0,0,2,1,0,0,0,0,0,0,45861,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,18414,1,6,-1,0,1
0,0,1,0,0,0,0,0,0,0,4754,0,0,-1,8,1
0,0,1,1,0,0,0,0,-1,-1,7562,0,10,-1,3,1
0,0,1,1,0,0,0,0,1,0,3742,0,10,-1,3,1
0,0,2,0,0,0,0,0,-1,-1,584,0,11,1,0,1
0,0,2,0,0,0,0,0,1,0,18758,1,16,-1,0,1
0,0,4,1,0,0,0,0,1,0,22201,0,4,-1,2,1
0,0,2,1,0,0,0,0,-1,0,752,0,15,1,0,1
0,0,2,1,0,0,0,0,-1,0,752,0,15,1,0,1
0,0,2,1,0,0,0,0,-1,0,752,0,14,1,0,1
0,0,2,1,0,0,0,0,-1,0,752,0,15,1,0,1
0,0,2,1,0,0,0,0,-1,0,752,0,15,1,0,1
