EmbeddedDomain,IPAdress,NumberOfDotsInURL,SuspiciousURL,NumberOfSensitiveWordsInURL,OutOfPositionTopLevelDomain,BadForms,BadActionFields,NonMatchingURLs,OutOfPositionBrandName,WebPageSize,AgeOfDomain,VirusTotalDomainReputation,XForceDomainReputation,PageRank,Label
0,0,2,1,0,0,0,0,-1,0,752,0,15,1,0,1
0,0,2,0,0,0,0,0,-1,-1,37689,0,15,1,0,1
0,0,2,0,0,0,0,0,-1,-1,37689,0,13,1,0,1
0,0,2,1,0,0,0,0,-1,0,710,0,14,1,0,1
0,0,4,0,3,0,0,0,-1,-1,7405,0,12,-1,0,1
0,0,2,1,0,0,0,0,1,0,25097,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,25181,0,0,0,8,1
0,0,2,1,0,0,0,0,1,0,35534,0,0,0,8,1
0,0,3,1,0,0,0,0,-1,-1,738523,0,10,0,2,1
0,0,3,1,0,0,0,0,-1,-1,1232068,0,19,1,0,1
0,0,3,0,0,0,0,0,1,0,1284,0,15,-1,0,1
0,0,2,1,0,0,0,0,-1,-1,476,0,9,0,2,1
0,0,8,1,0,0,0,0,-1,0,468,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,42982,0,0,1,5,1
0,0,2,1,0,0,0,0,1,0,145271,1,10,1,0,1
0,0,3,0,1,0,0,0,-1,0,515,0,0,0,5,1
0,0,1,0,0,0,0,0,0,0,145243,0,9,1,2,1
0,0,1,0,0,0,0,0,1,0,3456,0,0,0,7,1
0,0,2,1,0,0,0,0,1,0,31400,1,8,1,0,1
0,0,2,1,0,0,0,0,-1,-1,274,1,9,-1,0,1
0,0,3,0,0,0,0,0,-1,-1,198,0,2,0,2,1
0,0,2,0,0,0,0,0,1,0,2503,0,0,0,0,1
0,0,1,1,0,0,0,0,1,0,1649,1,15,1,0,1
0,0,2,0,0,0,-1,-1,1,0,118342,0,0,0,8,1
0,0,2,0,0,0,-1,-1,1,0,118130,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,-1,937,0,6,0,0,1
0,0,1,1,0,0,0,0,-1,-1,52193,1,13,1,0,1
0,0,3,0,0,0,0,0,-1,0,85,0,10,0,0,1
0,0,2,1,0,0,0,0,1,0,4538,0,11,1,0,1
0,0,2,0,0,0,0,0,1,0,3642,0,10,1,0,1
0,0,2,0,0,0,-1,-1,1,0,118165,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,46264,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,449858,0,3,1,5,1
0,0,2,0,0,0,0,0,0,0,449858,0,1,0,5,1
0,0,1,0,0,0,0,0,-1,-1,1525,0,1,0,4,1
0,0,2,0,0,0,0,0,-1,-1,7437,0,12,1,0,1
0,0,2,1,0,0,0,0,-1,-1,2704,0,13,1,0,1
0,0,2,1,0,0,0,0,-1,-1,2704,0,12,1,0,1
0,0,2,1,0,0,0,0,-1,0,710,0,14,1,0,1
0,0,2,1,0,0,0,0,-1,0,710,0,14,1,0,1
0,0,3,0,0,0,0,0,0,0,2414,0,2,0,0,1
0,0,3,1,0,0,0,0,1,0,2550,0,2,0,2,1
0,0,3,0,2,0,-1,-1,1,0,32946,0,1,-1,0,1
0,0,1,0,0,0,0,0,1,0,3742,1,18,1,0,1
0,0,3,1,0,0,0,0,1,0,53345,0,16,1,0,1
0,0,5,1,0,0,0,0,1,0,28518,0,7,0,0,1
0,0,3,1,0,0,0,0,1,0,6416,0,12,-1,1,1
0,0,2,0,0,0,0,0,1,0,20713,0,10,1,0,1
0,0,1,0,0,0,0,0,-1,-1,7401,0,11,-1,0,1
0,0,3,1,0,0,0,0,1,0,3573,0,17,1,0,1
0,0,1,0,0,0,0,0,-1,-1,7399,0,11,-1,2,1
0,0,2,1,1,0,0,0,-1,-1,1053,0,9,0,0,1
0,0,1,0,1,0,0,0,0,0,4295,0,3,0,0,1
0,0,1,0,0,0,0,0,1,0,2552,0,13,1,0,1
0,0,2,1,0,0,0,0,0,0,9811,0,1,0,0,1
0,0,3,1,0,0,-1,-1,1,0,15630,0,10,0,2,1
0,0,5,0,0,0,0,0,-1,0,390,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,101131,0,1,0,6,1
0,0,2,0,0,0,0,0,1,0,2521,0,14,1,0,1
0,0,2,0,0,0,-1,-1,1,0,118197,0,0,0,8,1
0,0,1,1,0,0,0,0,1,0,1649,1,18,1,0,1
0,0,3,0,0,0,0,0,-1,0,467,0,0,0,5,1
0,0,1,0,0,0,0,0,0,0,102170,0,14,-1,0,1
0,0,2,0,0,0,0,0,1,0,81006,1,15,1,0,1
0,0,1,0,0,0,-1,-1,1,0,118302,0,1,0,6,1
0,0,1,0,0,0,0,0,-1,-1,17240,1,15,1,0,1
0,0,5,1,0,0,0,0,1,0,2550,0,2,0,2,1
0,0,2,1,0,0,0,0,1,0,7378,1,12,1,0,1
0,0,1,0,0,0,0,0,-1,-1,2353,1,18,1,0,1
0,0,3,0,0,1,0,0,1,0,64560,0,11,1,0,1
0,0,2,0,0,0,0,0,1,0,122066,0,14,1,0,1
0,0,4,1,1,0,0,0,1,0,10805,0,17,0,0,1
0,0,2,0,0,0,0,0,1,0,123,0,15,1,0,1
0,0,2,1,0,0,0,0,-1,-1,7479,0,19,1,0,1
0,0,2,0,0,0,0,0,1,0,20713,0,12,1,0,1
0,0,2,0,0,0,0,0,1,0,2552,0,15,-1,0,1
0,0,2,0,0,0,0,0,1,0,9117,0,15,1,0,1
0,0,2,0,0,0,0,0,1,0,6133,0,22,1,0,1
0,0,3,0,0,0,0,0,-1,-1,7415,0,14,1,0,1
0,0,1,0,0,0,0,0,-1,-1,1848,1,15,-1,0,1
0,0,2,1,0,0,0,0,1,0,966874,0,3,-1,0,1
0,0,2,1,0,0,0,0,1,0,966872,0,2,-1,0,1
0,0,3,1,0,0,0,0,1,0,2521,0,13,0,0,1
0,0,1,1,0,0,0,0,1,0,6162,1,20,1,0,1
0,0,1,1,0,0,0,0,1,0,7378,1,15,1,0,1
0,0,1,0,0,0,0,0,1,0,123,1,15,1,0,1
0,0,2,1,1,0,0,0,1,0,43424,0,0,0,8,1
0,0,2,1,0,0,0,0,1,0,49653,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,2521,0,16,1,0,1
0,0,2,0,0,0,0,0,-1,-1,1650,0,18,1,0,1
0,0,2,1,0,0,0,0,-1,0,351,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,101131,0,1,0,6,1
0,0,1,0,0,0,0,0,0,0,269799,0,13,1,0,1
0,0,3,1,0,0,0,0,1,0,3742,0,6,0,0,1
0,0,4,1,0,0,0,0,1,0,3742,0,16,1,0,1
0,0,2,0,0,0,0,0,1,0,93401,0,0,0,8,1
0,0,2,1,0,0,-1,-1,1,0,119305,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,44354,0,0,0,8,1
0,0,5,1,0,0,0,0,1,0,92445,0,0,0,5,1
0,0,4,1,0,0,0,0,1,0,32136,0,9,0,2,1
0,0,3,0,0,0,0,0,-1,-1,7409,0,6,-1,1,1
0,0,2,1,0,0,0,0,1,0,858634,0,18,1,0,1
0,0,2,1,0,0,0,0,1,0,9534,1,17,1,0,1
0,0,2,0,0,0,0,0,0,0,76183,0,0,0,8,1
0,0,3,1,0,0,0,0,1,0,385869,0,15,1,0,1
0,0,2,0,0,0,0,0,0,0,49751,1,11,1,0,1
0,0,3,1,0,0,0,0,-1,-1,24313,0,19,1,0,1
0,0,3,1,0,0,0,0,1,0,9219,0,15,1,0,1
0,0,5,1,1,0,0,0,1,0,28429,0,4,0,0,1
0,0,2,0,0,0,0,0,1,0,340579,0,13,-1,0,1
0,0,2,1,0,0,0,0,0,0,9318,0,1,0,0,1
0,0,1,0,0,0,0,0,1,0,3456,0,0,0,7,1
0,0,2,1,0,0,0,0,1,0,10064,0,11,1,0,1
0,0,1,0,0,0,0,0,0,0,5733,0,1,-1,6,1
0,0,3,0,0,0,0,0,-1,-1,7413,0,16,-1,0,1
0,0,3,0,0,0,0,0,-1,-1,7413,0,16,-1,0,1
0,0,3,0,0,0,0,0,0,0,20481,0,6,-1,0,1
0,0,1,1,0,0,0,0,-1,-1,624,1,16,1,0,1
0,0,2,1,0,0,0,0,-1,0,377,0,0,0,0,1
0,0,1,1,0,0,0,0,-1,-1,624,1,17,1,0,1
0,0,2,1,0,0,0,0,0,0,10706,0,2,0,0,1
0,0,2,0,0,0,0,0,1,0,12947,0,2,0,6,1
0,0,1,0,0,0,0,0,1,0,8988,0,0,0,4,1
0,0,1,0,0,0,0,0,1,0,3620,1,20,1,0,1
0,0,2,0,0,0,0,0,0,0,53193,0,10,1,1,1
0,0,1,0,0,0,0,0,1,0,18912,0,19,1,0,1
0,0,1,0,0,0,0,0,1,0,18912,0,19,1,0,1
0,0,2,0,0,0,0,0,1,0,100,0,8,-1,0,1
0,0,1,0,0,0,0,0,-1,0,2589,1,17,1,0,1
0,0,2,1,0,0,0,0,-1,0,848,0,11,1,0,1
0,0,1,0,1,0,0,0,0,0,4757,0,0,-1,8,1
0,0,4,1,0,0,0,0,1,0,571,0,13,1,0,1
0,0,1,0,0,0,0,0,1,0,10283,1,15,1,0,1
0,0,2,0,0,0,-1,-1,1,0,118179,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,449412,0,1,0,5,1
0,0,1,1,0,0,0,0,-1,0,19439,1,15,1,0,1
0,0,3,0,0,0,0,0,-1,-1,7413,0,16,-1,0,1
0,0,3,0,0,0,0,0,-1,-1,7413,0,16,-1,0,1
0,0,3,0,0,0,0,0,1,0,3578,0,17,1,0,1
0,0,2,1,0,0,0,0,-1,-1,7427,0,17,1,0,1
0,0,2,1,0,0,0,0,-1,-1,7423,0,17,1,0,1
0,0,1,0,0,0,-1,-1,1,0,33019,0,-1,-1,0,1
0,0,1,1,0,0,0,0,-1,0,143,0,14,-1,0,1
0,0,3,0,2,0,0,0,-1,-1,7419,0,2,-1,0,1
0,0,2,1,0,0,0,0,1,0,1464,0,12,1,0,1
0,0,1,0,0,0,0,0,1,0,50826,0,9,-1,0,1
0,0,2,1,0,0,0,0,1,0,53345,0,21,1,0,1
0,0,2,0,0,0,0,0,1,0,578455,0,13,-1,0,1
0,0,2,0,0,0,0,0,1,0,44465,0,10,-1,0,1
0,0,1,0,0,0,0,0,1,0,50826,0,9,-1,0,1
0,0,4,0,0,0,0,0,1,0,6011,0,2,0,3,1
0,0,1,0,0,0,0,0,1,0,44363,1,17,-1,0,1
0,0,3,1,0,0,0,0,1,0,28403,0,10,0,2,1
0,0,5,1,0,0,0,0,1,0,28427,0,8,0,0,1
0,0,5,1,0,0,0,0,1,0,28394,0,2,0,0,1
0,0,5,1,0,0,0,0,1,0,28427,0,2,0,0,1
0,0,5,1,0,0,0,0,1,0,28394,0,3,0,0,1
0,0,5,1,0,0,0,0,1,0,28440,0,9,0,0,1
0,0,5,1,0,0,0,0,1,0,28591,0,9,0,0,1
0,0,5,1,0,0,0,0,1,0,28411,0,7,0,0,1
0,0,5,1,0,0,0,0,1,0,28432,0,2,0,0,1
0,0,5,1,0,0,0,0,1,0,28398,0,10,0,0,1
0,0,5,1,0,0,0,0,1,0,28394,0,3,0,0,1
0,0,2,0,0,0,0,0,-1,-1,7117,0,13,-1,0,1
0,0,3,1,1,0,0,0,1,0,5617,0,14,1,0,1
0,0,3,1,1,0,0,0,1,0,5617,0,15,1,0,1
0,0,3,0,0,0,0,0,-1,-1,1315,0,10,1,0,1
0,0,3,1,0,0,0,0,1,0,9219,0,16,1,0,1
0,0,3,1,0,0,0,0,1,0,4846,0,19,1,0,1
0,0,1,0,0,0,0,0,-1,-1,7405,1,13,-1,0,1
0,0,1,1,0,0,0,0,1,0,7620,1,12,-1,0,1
0,0,3,0,0,0,0,0,1,0,37662,0,5,0,0,1
0,0,4,0,0,0,0,0,1,0,37662,0,5,0,0,1
0,0,2,1,0,0,0,0,-1,0,2701,0,15,-1,0,1
0,0,1,1,0,0,0,0,1,0,16437,0,20,1,0,1
0,0,1,0,0,0,0,0,1,0,16437,0,17,1,0,1
0,0,1,0,0,0,0,0,1,0,16437,0,19,1,0,1
0,0,1,0,0,0,0,0,1,0,16437,0,20,1,0,1
0,0,1,0,0,0,0,0,1,0,16437,0,20,1,0,1
0,0,3,0,0,0,0,0,1,0,3742,0,18,1,0,1
0,0,3,0,0,0,0,0,-1,-1,363095,0,19,1,0,1
0,0,3,1,0,0,0,0,1,0,3742,0,16,1,0,1
0,0,3,0,0,0,-1,-1,1,0,19048,0,2,0,0,1
0,0,1,1,0,0,0,0,1,0,9492,1,20,1,0,1
0,0,2,1,0,0,0,0,1,0,126611,1,16,1,0,1
0,0,3,1,0,0,0,0,1,0,48294,0,20,0,0,1
0,0,1,1,0,0,0,0,1,0,8827,1,20,-1,0,1
0,0,3,0,0,0,0,0,-1,-1,7415,0,14,1,0,1
0,0,3,0,0,0,0,0,-1,-1,7415,0,14,1,0,1
0,0,2,1,0,0,0,0,-1,-1,7455,1,23,1,0,1
0,0,2,1,1,0,0,0,-1,-1,2899,0,5,0,0,1
0,0,1,1,1,0,0,0,1,0,20905,1,13,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,12,1,13,1,0,1
0,0,1,0,0,0,0,0,-1,-1,7409,0,15,-1,0,1
0,0,3,1,0,0,0,0,1,0,3742,0,19,1,0,1
0,0,3,1,1,0,0,0,1,0,108038,0,15,0,0,1
0,0,1,0,0,0,0,0,1,0,2552,1,14,1,0,1
0,0,2,0,0,0,0,0,1,0,28804,0,15,1,0,1
0,0,1,1,0,0,0,0,-1,0,3770,1,16,1,0,1
0,0,1,0,0,0,0,0,-1,-1,632,0,16,1,0,1
0,0,2,0,0,0,0,0,1,0,385428,1,12,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7411,1,12,1,0,1
0,0,2,0,0,0,0,0,0,0,44952,0,4,-1,0,1
0,0,1,0,0,0,0,0,1,0,3742,0,2,-1,5,1
0,0,1,0,0,0,0,0,0,0,109138,1,19,1,0,1
0,0,2,0,0,0,0,0,1,0,35193,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,35186,0,0,-1,7,1
0,0,2,1,1,0,0,0,1,0,92517,0,0,0,8,1
0,0,3,1,0,0,0,0,0,0,47112,0,0,0,8,1
0,0,1,0,0,0,0,0,0,0,146818,0,18,-1,1,1
0,0,1,0,1,0,0,0,0,0,6307,0,1,-1,6,1
0,0,1,0,1,0,0,0,0,0,6307,0,1,-1,6,1
0,0,1,0,1,0,0,0,0,0,6307,0,1,-1,6,1
0,0,3,1,1,0,0,0,1,0,3077,1,17,1,0,1
0,0,2,1,0,0,0,0,-1,-1,7401,0,14,-1,2,1
0,0,3,1,0,0,0,0,1,0,6416,0,12,-1,1,1
0,0,2,0,0,0,0,0,1,0,37876,0,10,1,0,1
0,0,2,0,0,0,0,0,-1,0,831,0,14,1,0,1
0,0,2,0,0,0,0,0,-1,-1,2032,0,10,0,0,1
0,0,5,0,0,0,0,0,-1,0,388,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,7049,0,5,-1,0,1
0,0,5,0,0,0,0,0,-1,0,390,0,0,0,8,1
0,0,1,0,0,0,0,0,-1,-1,199,0,0,-1,8,1
0,0,2,1,0,0,0,0,0,0,8793,0,2,0,0,1
0,0,2,0,0,0,0,0,-1,-1,315,0,11,1,0,1
0,0,6,1,0,0,0,0,1,0,28432,0,2,0,0,1
0,0,4,1,0,0,0,0,1,0,127445,0,1,0,4,1
0,0,2,0,0,0,0,0,-1,0,836,0,10,1,0,1
0,0,2,1,0,0,0,0,-1,0,2086,1,13,-1,0,1
0,0,3,1,0,1,0,0,1,0,122,0,13,-1,0,1
0,0,2,1,1,0,-1,-1,1,0,118578,0,0,0,8,1
0,0,2,1,2,0,-1,-1,1,0,118439,0,0,0,8,1
0,0,2,1,0,0,0,0,-1,-1,43779,1,13,1,0,1
0,0,3,1,0,0,0,0,1,0,104530,1,20,1,0,1
0,0,1,0,0,0,0,0,1,0,5408,0,14,1,0,1
0,0,2,1,0,0,0,0,0,0,56980,0,0,0,8,1
0,0,2,1,0,0,0,0,0,0,46278,0,0,0,8,1
0,0,3,1,0,1,0,0,1,0,122,0,13,-1,0,1
0,0,2,0,0,0,-1,-1,1,0,118387,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,2552,1,19,1,0,1
0,0,2,0,0,0,0,0,1,0,2552,0,11,-1,0,1
0,0,3,0,0,0,0,0,1,0,990397,0,8,0,0,1
0,0,1,0,0,0,0,0,-1,-1,3569,1,15,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7439,1,18,1,0,1
0,0,2,1,0,0,0,0,1,0,385867,0,14,1,0,1
0,0,2,1,0,0,0,0,1,0,385867,0,16,1,0,1
0,0,2,1,0,0,0,0,1,0,3361122,0,14,1,0,1
0,0,2,1,0,0,0,0,1,0,3361122,0,16,1,0,1
0,0,2,1,0,0,0,0,-1,0,27593,0,15,1,0,1
0,0,2,1,0,0,0,0,-1,0,27593,0,13,1,0,1
0,0,1,1,0,0,0,0,-1,0,3770,1,16,1,0,1
0,0,2,0,0,0,0,0,0,0,791,0,0,0,2,1
0,0,2,1,0,0,0,0,-1,-1,7401,0,14,-1,2,1
0,0,2,1,1,0,0,0,1,0,3742,0,12,-1,0,1
0,0,1,0,0,0,0,0,1,0,9622,0,14,-1,0,1
0,0,3,1,0,0,0,0,1,0,3742,0,15,1,0,1
0,0,2,0,0,0,0,0,1,0,2668,0,10,-1,0,1
0,0,3,1,0,0,0,0,-1,-1,1356272,0,18,1,0,1
0,0,3,1,0,0,0,0,1,0,3742,0,15,1,0,1
0,0,2,0,0,0,0,0,1,0,51310,0,0,0,8,1
0,0,3,0,0,0,0,0,1,0,3573,0,16,1,0,1
0,0,3,1,0,0,0,0,-1,-1,36,0,2,0,4,1
0,0,3,1,0,0,0,0,1,0,13282,0,8,-1,0,1
0,0,2,0,0,0,0,0,1,0,2521,0,15,1,0,1
0,0,3,0,0,0,0,0,-1,-1,7117,1,5,-1,0,1
0,0,1,0,0,0,0,0,1,0,10865,1,13,1,0,1
0,0,2,0,0,0,0,0,1,0,2552,0,10,1,0,1
0,0,2,1,1,0,0,0,-1,-1,1053,0,9,0,0,1
0,0,2,0,0,0,0,0,-1,-1,884,1,12,1,0,1
0,0,1,0,0,0,0,0,0,0,13574,1,18,1,0,1
0,0,2,1,0,0,-1,-1,1,0,118214,0,0,0,8,1
0,0,2,1,0,0,-1,-1,1,0,118523,0,0,0,8,1
0,0,3,1,2,0,0,0,1,0,221454,0,11,0,0,1
0,0,1,0,0,0,0,0,0,0,197922,0,10,-1,3,1
0,0,1,0,0,0,0,0,1,0,9436,1,20,1,0,1
0,0,2,1,0,0,0,0,1,0,92681,0,0,0,8,1
0,0,2,1,1,0,-1,-1,1,0,118617,0,0,0,8,1
0,0,3,1,0,0,0,0,1,0,3742,0,15,1,0,1
0,0,2,0,0,0,-1,-1,1,0,118059,0,0,0,8,1
0,0,2,0,0,0,0,0,-1,0,4607,0,5,0,0,1
0,0,2,0,0,0,0,0,1,0,28762,0,13,1,0,1
0,0,2,1,0,0,0,0,1,0,9496,1,13,1,0,1
0,0,2,0,0,0,0,0,1,0,211416,0,17,1,0,1
0,0,2,1,1,0,-1,-1,1,0,118509,0,0,0,8,1
0,0,2,0,0,0,-1,-1,1,0,118211,0,0,0,8,1
0,0,2,0,0,0,-1,-1,1,0,118245,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,104530,1,21,1,0,1
0,0,2,1,0,0,0,0,-1,0,197463,1,11,-1,0,1
0,0,1,0,0,0,0,0,1,0,60302,1,15,1,0,1
0,0,5,1,0,0,-1,-1,1,0,118267,0,0,0,5,1
0,0,3,0,1,0,0,0,1,0,6906,0,1,0,3,1
0,0,2,1,2,0,-1,-1,-1,0,29483,0,3,-1,1,1
0,0,2,1,2,0,-1,-1,-1,0,29483,0,3,-1,1,1
0,0,2,0,0,0,0,0,1,0,75673,1,10,1,0,1
0,0,2,1,0,0,0,0,1,0,30822,0,15,1,0,1
0,0,2,1,0,0,0,0,1,0,31477,0,15,1,0,1
0,0,2,1,0,0,0,0,1,0,30737,0,15,1,0,1
0,0,2,1,1,0,0,0,-1,0,737,0,14,1,0,1
0,0,2,1,1,0,0,0,-1,0,737,0,12,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7405,1,12,-1,0,1
0,0,1,0,0,0,0,0,0,0,134267,1,20,1,0,1
0,0,1,0,0,0,0,0,1,0,3296,1,18,1,0,1
0,0,2,0,0,0,0,0,1,0,9401,1,11,-1,0,1
0,0,3,1,0,0,0,0,-1,-1,406,0,9,0,0,1
0,0,2,0,0,0,0,0,1,0,20713,0,13,1,0,1
0,0,2,0,1,0,0,0,1,0,20713,0,12,1,0,1
0,0,2,0,0,0,-1,-1,1,0,7075,1,14,-1,0,1
0,0,3,1,0,0,0,0,-1,-1,690977,0,19,1,0,1
0,0,3,0,0,0,0,0,1,0,112937,0,3,0,4,1
0,0,2,0,0,0,0,0,1,0,2521,0,14,1,0,1
0,0,3,0,0,0,0,0,-1,-1,7117,1,5,-1,0,1
0,0,7,1,0,0,0,0,1,0,28427,0,8,0,0,1
0,0,1,0,0,0,0,0,1,0,3456,0,0,0,7,1
0,0,4,1,0,0,0,0,1,0,744331,1,8,-1,0,1
0,0,2,0,0,0,0,0,1,0,5821,0,2,0,0,1
0,0,3,1,0,0,-1,-1,1,0,118370,0,2,0,0,1
0,0,2,1,0,0,-1,-1,1,0,119470,0,0,0,8,1
0,0,2,1,0,0,-1,-1,1,0,118251,0,0,0,8,1
0,0,2,0,1,0,-1,-1,1,0,118354,0,0,0,8,1
0,0,2,1,0,0,0,0,1,0,92665,0,0,0,8,1
0,0,3,0,0,0,0,0,-1,0,344,0,0,-1,2,1
0,0,2,0,0,0,0,0,-1,0,828,0,7,0,0,1
0,0,1,0,0,0,0,0,-1,0,67,1,11,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,1853,1,17,1,0,1
0,0,2,0,0,0,0,0,1,0,39103,0,0,0,5,1
0,0,1,0,0,0,0,0,1,0,39103,0,1,0,5,1
0,0,2,1,0,0,-1,-1,1,0,118807,0,6,0,0,1
0,0,2,1,0,0,0,0,-1,0,840,0,14,1,0,1
0,0,1,0,0,0,0,0,1,0,165925,0,12,1,4,1
0,0,6,1,0,0,0,0,1,0,28427,0,8,0,0,1
0,0,2,0,0,0,0,0,0,0,44533,0,0,0,8,1
0,0,3,1,0,0,0,0,-1,0,337,0,0,-1,2,1
0,0,1,0,0,0,0,0,0,0,255985,0,18,1,0,1
0,0,2,1,0,0,0,0,1,0,385868,0,15,1,0,1
0,0,3,1,0,0,0,0,1,0,144234,0,17,1,0,1
0,0,4,1,0,0,0,0,1,0,591,0,10,-1,0,1
0,0,1,0,0,0,0,0,0,0,6374,0,1,-1,6,1
0,0,2,0,0,0,-1,-1,1,0,118087,0,0,0,8,1
0,0,2,0,0,0,0,0,1,0,92565,0,0,0,8,1
0,0,1,1,0,0,0,0,1,0,1165,0,5,-1,0,1
0,0,5,0,1,0,0,0,-1,-1,277,0,12,-1,0,1
0,0,1,0,0,0,0,0,1,0,53702,1,12,-1,0,1
0,0,1,0,0,0,0,0,1,0,9456,1,21,1,0,1
0,0,7,1,0,0,0,0,-1,-1,2127,0,0,0,2,1
0,0,2,0,0,0,0,0,1,0,92545,0,0,0,8,1
0,0,1,0,0,0,0,0,1,0,79112,1,16,1,0,1
0,0,3,0,0,0,0,0,1,0,3575,0,15,1,0,1
0,0,3,0,0,0,0,0,1,0,3626,0,15,1,0,1
0,0,2,0,0,0,0,0,0,0,9901,0,2,0,4,1
0,0,1,0,0,0,0,0,-1,-1,7403,0,2,-1,0,1
0,0,2,0,0,0,0,0,0,0,25314,0,6,-1,3,1
0,0,2,0,0,0,-1,-1,1,0,6610,1,14,-1,0,1
0,0,3,1,0,0,0,0,-1,-1,24341,0,9,0,0,1
0,0,3,1,1,0,0,0,-1,0,19158,0,16,1,0,1
0,0,5,1,1,0,0,0,-1,0,19158,0,0,0,5,1
0,0,1,0,0,0,0,0,1,0,12111,0,17,1,0,1
0,0,1,0,0,0,0,0,1,0,12111,0,17,1,0,1
0,0,2,0,0,0,0,0,-1,-1,7405,1,13,-1,0,1
0,0,4,1,0,0,0,0,1,0,4846,0,19,1,0,1
0,0,2,1,0,0,0,0,-1,-1,213,0,0,-1,2,1
0,0,2,0,0,0,0,0,1,0,2427,0,0,0,4,1
0,0,2,0,0,0,0,0,0,0,43594,0,0,0,8,1
0,0,1,0,0,0,0,0,-1,0,178,0,0,-1,1,1
0,0,3,0,0,0,0,0,1,0,1437,0,14,1,0,1
0,0,2,0,0,0,0,0,0,0,453084,0,1,0,5,1
0,0,1,0,0,0,0,0,1,0,101067,0,2,-1,8,1
0,0,1,0,0,0,0,0,-1,-1,19416,1,14,1,0,1
0,0,2,0,0,0,0,0,0,0,18463,1,4,-1,0,1
0,0,1,0,0,0,0,0,1,0,3742,1,16,1,0,1
0,0,2,1,1,0,0,0,-1,0,704,0,17,1,0,1
0,0,2,1,1,0,0,0,-1,0,704,0,17,1,0,1
0,0,2,1,1,0,0,0,-1,0,704,0,16,1,0,1
0,0,2,1,1,0,0,0,-1,0,704,0,16,1,0,1
0,0,1,0,0,0,0,0,1,0,11238,0,18,-1,0,1
0,0,2,0,1,0,0,0,1,0,18964,0,12,-1,0,1
0,0,1,0,0,0,0,0,1,0,44364,1,16,1,0,1
0,0,5,1,0,0,0,0,1,0,28443,0,6,0,0,1
0,0,1,0,0,0,0,0,1,0,32268,0,13,-1,0,1
0,0,1,0,0,0,0,0,1,0,32268,0,13,-1,0,1
0,0,1,0,0,0,0,0,1,0,32268,0,12,-1,2,1
0,0,1,0,0,0,0,0,1,0,32268,0,12,-1,2,1
0,0,1,0,0,0,0,0,1,0,32268,0,12,-1,2,1
0,0,1,0,0,0,0,0,1,0,32268,0,12,-1,2,1
0,0,11,1,1,0,0,0,1,0,3742,1,15,-1,0,1
0,0,1,1,0,0,0,0,1,0,7377,0,10,0,2,1
0,0,1,1,0,0,0,0,1,0,7377,0,10,0,2,1
0,0,2,0,0,0,0,0,1,0,2492,0,10,0,0,1
0,0,2,0,1,0,0,0,1,0,2330,0,10,0,0,1
0,0,4,0,0,0,0,0,1,0,14581,0,9,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,7399,1,15,-1,0,1
0,0,1,0,0,0,0,0,-1,-1,7399,1,15,-1,0,1
0,0,2,1,1,0,0,0,-1,-1,7388,1,17,1,0,1
0,0,2,0,0,0,0,0,1,0,6416,0,16,-1,0,1
0,0,3,0,0,0,0,0,1,0,2575,0,11,-1,2,1
0,0,4,0,0,0,0,0,1,0,2575,0,1,-1,2,1
0,0,2,0,0,0,0,0,1,0,2552,1,13,-1,0,1
0,0,1,0,0,0,0,0,1,0,2552,1,13,-1,0,1
0,0,3,1,1,1,0,0,1,0,461,0,8,-1,0,1
0,0,2,0,0,0,0,0,1,0,340579,0,1,0,2,1
0,0,4,0,1,0,0,0,1,0,6891,0,10,0,0,1
0,0,2,0,0,0,0,0,1,0,430,0,4,-1,0,1
0,0,2,0,0,0,0,0,1,0,430,0,4,-1,0,1
0,0,1,0,0,0,0,0,1,0,35375,0,0,-1,7,1
0,0,2,0,0,0,0,0,1,0,35373,0,0,0,8,1
0,0,3,1,0,1,0,0,1,0,111,0,7,-1,2,1
0,0,3,1,0,0,0,0,1,0,227832,0,10,0,2,1
0,0,2,0,0,0,0,0,1,0,1736,0,9,1,0,1
0,0,2,0,0,0,0,0,1,0,1736,0,9,1,0,1
0,0,3,0,0,0,0,0,-1,-1,544,0,-1,1,0,1
0,0,2,0,0,0,-1,-1,1,0,6610,1,14,-1,0,1
