['500',0]
['501',0]
['502',0]
['503',0]
['583',0]
['594',0]
['596',0]
['600',4]
['603',0]
['604',0]
['607',1]
['610',0]
['632',0]
['634',0]
['642',0]
['643',0]
['644',0]
['648',0]
['650',0]
['651',0]
['653',3]
['654',0]
['655',0]
['656',0]
['658',0]
['659',0]
['660',0]
['667',0]
['668',0]
['672',0]
['674',0]
['677',0]
['681',0]
['684',0]
['685',0]
['687',0]
['691',0]
['694',0]
['695',0]
['696',0]
['697',0]
['699',5]
['700',8]
['701',0]
['702',0]
['707',0]
['708',0]
['730',5]
['733',0]
['734',5]
['741',0]
['744',0]
['746',0]
['747',0]
['752',0]
['753',0]
['755',0]
['759',0]
['765',0]
['767',0]
['768',0]
['770',0]
['771',0]
['774',0]
['776',1]
['778',0]
['781',0]
['784',0]
['785',0]
['786',0]
['787',0]
['788',0]
['790',0]
['791',0]
['797',0]
['798',0]
['802',0]
['803',0]
['805',8]
['807',8]
['808',0]
['809',2]
['810',0]
['814',0]
['816',3]
['817',0]
['819',0]
['820',0]
['822',0]
['823',8]
['824',5]
['826',2]
['828',0]
['829',0]
['832',0]
['833',2]
['834',2]
['838',0]
['839',0]
['840',2]
['841',2]
['842',2]
['843',0]
['845',2]
['846',2]
['848',8]
['849',8]
['850',5]
['851',8]
['852',4]
['854',0]
['855',0]
['856',7]
['857',2]
['859',0]
['861',1]
['866',8]
['874',0]
['875',6]
['876',8]
['877',7]
['878',7]
['879',5]
['880',0]
['883',0]
['884',0]
['885',0]
['886',0]
['891',0]
['893',0]
['894',0]
['895',0]
['897',0]
['904',0]
['905',0]
['907',0]
['908',0]
['910',0]
['915',0]
['916',2]
['917',0]
['918',0]
['919',2]
['922',0]
['923',0]
['924',0]
['925',0]
['926',0]
['927',0]
['928',0]
['929',2]
['930',0]
['933',4]
['934',0]
['935',0]
['937',0]
['940',0]
['943',0]
['944',0]
['945',0]
['946',0]
['948',6]
['952',0]
['961',0]
['962',0]
['965',8]
['968',8]
['973',8]
['974',4]
['976',5]
['977',5]
['978',5]
['979',5]
['980',8]
['981',4]
['983',0]
['986',8]
['989',8]
['990',0]
['991',0]
['993',0]
['995',2]
['996',2]
['997',0]
['998',5]
['999',5]
['1000',8]
['1001',4]
['1002',0]
['1003',5]
['1007',0]
['1008',0]
['1010',0]
['1012',0]
['1013',0]
['1014',0]
['1015',0]
['1016',0]
['1017',7]
['1018',0]
['1020',0]
['1021',0]
['1023',2]
['1024',8]
['1025',0]
['1026',0]
['1028',0]
['1029',0]
['1030',0]
['1031',0]
['1032',0]
['1033',4]
['1035',0]
['1036',4]
['1037',4]
['1038',4]
['1039',0]
['1042',0]
['1045',0]
['1046',0]
['1047',0]
['1048',8]
['1049',0]
['1051',2]
['1052',0]
['1053',0]
['1054',0]
['1055',2]
['1056',0]
['1057',0]
['1058',0]
['1059',0]
['1061',2]
['1062',0]
['1063',0]
['1064',0]
['1067',0]
['1069',2]
['1070',0]
['1071',7]
['1072',2]
['1073',0]
['1074',0]
['1075',1]
['1076',0]
['1077',0]
['1078',0]
['1079',0]
['1080',0]
['1081',0]
['1082',0]
['1083',0]
['1084',0]
['1085',0]
['1086',0]
['1087',0]
['1088',0]
['1089',0]
['1090',0]
['1091',0]
['1092',0]
['1093',0]
['1094',0]
['1095',0]
['1096',0]
['1097',0]
['1098',0]
['1099',0]
['1100',0]
['1101',0]
['1102',0]
['1103',0]
['1106',6]
['1107',0]
['1108',4]
['1112',0]
['1113',0]
['1114',0]
['1115',0]
['1116',0]
['1120',0]
['1121',3]
['1122',3]
['1123',0]
['1125',0]
['1126',0]
['1127',4]
['1128',6]
['1130',0]
['1131',0]
['1132',0]
['1133',0]
['1134',0]
['1135',0]
['1136',2]
['1140',0]
['1142',4]
['1143',0]
['1145',5]
['1146',5]
['1147',0]
['1151',0]
['1152',0]
['1154',0]
['1155',0]
['1156',0]
['1157',0]
['1165',0]
['1166',0]
['1167',0]
['1168',0]
['1169',2]
['1170',0]
['1173',0]
['1174',0]
['1175',0]
['1180',0]
['1181',2]
['1182',2]
['1183',0]
['1184',2]
['1185',0]
['1186',2]
['1187',0]
['1188',0]
['1189',0]
['1190',0]
['1191',0]
['1196',0]
['1198',4]
['1200',0]
['1202',0]
['1205',0]
['1206',0]
['1207',7]
['1208',4]
['1209',0]
['1210',0]
['1211',0]
['1212',0]
['1218',2]
['1219',2]
['1222',0]
['1223',0]
['1225',0]
['1227',8]
['1228',2]
['1229',7]
['1230',8]
['1233',8]
['1235',8]
['1236',8]
['1237',4]
['1240',0]
['1241',3]
['1242',0]
['1243',0]
['1244',0]
['1245',1]
['1246',2]
['1247',0]
['1249',0]
['1251',2]
['1253',0]
['1255',0]
['1256',2]
